PV_previsao
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.011219095
0.76201737
1.2597951
0.9887075
1.3608444
1.8387866
2.8633173
2.7051754
2.853081
3.36369
3.5064685
3.7217362
4.4146895
4.5893154
4.941709
5.034417
5.636233
5.2406087
4.9513006
5.4246144
5.694189
5.61541
5.827003
5.8644047
5.5728936
5.8349323
5.5246243
5.4133725
5.6494694
5.15339
5.169861
4.916393
4.816029
4.429273
4.340285
3.9728458
3.7943156
3.290974
3.1352723
2.928177
2.0988867
2.497711
2.282231
1.5286634
2.0441544
0.6160365
1.1006105
0.17376907
0.11504152
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
