amostra,hora,PV_real,PV_previsao,k_pv,k_pv_x_PV,load_real,load_previsao,custo_energia_imp,custo_energia_exp,p_rede_imp_ref,p_rede_exp_ref,p_ch_bat_est_cps,p_dc_bat_est_cps,p_est_total_cps,soc_est,p_dc_SC_cps,p_ch_SC_cps,soc_SC,p_SC_total_cps,balance
182,15:10,2.172391304,0.0,0.0,0.0,0.153506494,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
183,15:15,2.25048913,0.0,0.0,0.0,0.156883117,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
184,15:20,2.188173913,0.0,0.0,0.0,0.155324675,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
185,15:25,2.125858695,0.0,0.0,0.0,0.156623377,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
186,15:30,2.063543478,0.0,0.0,0.0,0.151688312,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
187,15:35,2.003054348,0.0,0.0,0.0,0.151688312,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
188,15:40,1.942565217,0.0,0.0,0.0,0.157402597,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
189,15:45,1.882076087,0.0,0.0,0.0,0.147532468,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
190,15:50,1.8075,0.0,0.0,0.0,0.17038961,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
191,15:55,1.732923913,0.0,0.0,0.0,0.163116883,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
192,16:00,1.658347826,0.0,0.0,0.0,0.148051948,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
193,16:05,1.562625,0.0,0.0,0.0,0.147792208,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
194,16:10,1.466902174,0.0,0.0,0.0,0.164935065,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
195,16:15,1.371179348,0.0,0.0,0.0,0.178961039,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
196,16:20,1.357858696,0.0,0.0,0.0,0.150649351,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
197,16:25,1.344538043,0.0,0.0,0.0,0.151948052,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
198,16:30,1.331217391,0.0,0.0,0.0,0.176363636,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
199,16:35,1.26423913,0.0,0.0,0.0,0.174025974,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
200,16:40,1.19726087,0.0,0.0,0.0,0.198441558,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
201,16:45,1.130282609,0.0,0.0,0.0,0.21038961,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
202,16:50,1.028347826,0.0,0.0,0.0,0.233246753,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
203,16:55,0.926413044,0.0,0.0,0.0,0.233766234,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
204,17:00,0.824478261,0.0,0.0,0.0,0.196623377,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
205,17:05,0.788184783,0.0,0.0,0.0,0.190649351,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
206,17:10,0.751891304,0.0,0.0,0.0,0.201298701,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
207,17:15,0.715597826,0.0,0.0,0.0,0.23038961,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
208,17:20,0.644119565,0.0,0.0,0.0,0.215324675,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
209,17:25,0.572641304,0.0,0.0,0.0,0.191948052,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
210,17:30,0.501163043,0.0,0.0,0.0,0.178701299,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
211,17:35,0.418679348,0.0,0.0,0.0,0.188051948,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
212,17:40,0.336195652,0.0,0.0,0.0,0.174545455,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
213,17:45,0.253711957,0.0,0.0,0.0,0.183376623,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
214,17:50,0.187076087,0.0,0.0,0.0,0.182337662,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
215,17:55,0.120440218,0.0,0.0,0.0,0.183896104,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
216,18:00,0.053804348,0.0,0.0,0.0,0.239480519,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
217,18:05,0.035869565,0.0,0.0,0.0,0.277662338,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
218,18:10,0.017934783,0.0,0.0,0.0,0.241818182,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
219,18:15,0.0,0.0,0.0,0.0,0.24987013,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
220,18:20,0.0,0.0,0.0,0.0,0.271948052,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
221,18:25,0.0,0.0,0.0,0.0,0.270909091,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
222,18:30,0.0,0.0,0.0,0.0,0.235324675,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
223,18:35,0.0,0.0,0.0,0.0,0.244155844,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
224,18:40,0.0,0.0,0.0,0.0,0.252727273,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
225,18:45,0.0,0.0,0.0,0.0,0.255064935,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
226,18:50,0.0,0.0,0.0,0.0,0.235324675,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
227,18:55,0.0,0.0,0.0,0.0,0.237662338,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
228,19:00,0.0,0.0,0.0,0.0,0.258961039,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
229,19:05,0.0,0.0,0.0,0.0,0.262337662,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
230,19:10,0.0,0.0,0.0,0.0,0.244935065,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
231,19:15,0.0,0.0,0.0,0.0,0.235324675,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
232,19:20,0.0,0.0,0.0,0.0,0.249090909,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
233,19:25,0.0,0.0,0.0,0.0,0.259480519,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
234,19:30,0.0,0.0,0.0,0.0,0.223376623,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
235,19:35,0.0,0.0,0.0,0.0,0.223376623,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
236,19:40,0.0,0.0,0.0,0.0,0.225974026,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
237,19:45,0.0,0.0,0.0,0.0,0.237922078,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
238,19:50,0.0,0.0,0.0,0.0,0.236103896,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
239,19:55,0.0,0.0,0.0,0.0,0.239480519,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
240,20:00,0.0,0.0,0.0,0.0,0.24987013,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
241,20:05,0.0,0.0,0.0,0.0,0.255584416,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
242,20:10,0.0,0.0,0.0,0.0,0.248571429,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
243,20:15,0.0,0.0,0.0,0.0,0.237142857,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
244,20:20,0.0,0.0,0.0,0.0,0.236623377,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
245,20:25,0.0,0.0,0.0,0.0,0.225714286,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
246,20:30,0.0,0.0,0.0,0.0,0.226493506,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
247,20:35,0.0,0.0,0.0,0.0,0.212987013,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
248,20:40,0.0,0.0,0.0,0.0,0.224415584,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
249,20:45,0.0,0.0,0.0,0.0,0.220779221,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
250,20:50,0.0,0.0,0.0,0.0,0.205194805,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
251,20:55,0.0,0.0,0.0,0.0,0.19974026,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
252,21:00,0.0,0.0,0.0,0.0,0.20961039,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
253,21:05,0.0,0.0,0.0,0.0,0.209350649,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
254,21:10,0.0,0.0,0.0,0.0,0.203376623,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
255,21:15,0.0,0.0,0.0,0.0,0.201038961,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
256,21:20,0.0,0.0,0.0,0.0,0.201298701,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
257,21:25,0.0,0.0,0.0,0.0,0.191428571,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
258,21:30,0.0,0.0,0.0,0.0,0.192207792,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
259,21:35,0.0,0.0,0.0,0.0,0.180779221,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
260,21:40,0.0,0.0,0.0,0.0,0.193766234,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
261,21:45,0.0,0.0,0.0,0.0,0.194025974,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
262,21:50,0.0,0.0,0.0,0.0,0.195844156,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
263,21:55,0.0,0.0,0.0,0.0,0.199480519,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
264,22:00,0.0,0.0,0.0,0.0,0.186753247,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
265,22:05,0.0,0.0,0.0,0.0,0.187532468,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
266,22:10,0.0,0.0,0.0,0.0,0.18961039,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
267,22:15,0.0,0.0,0.0,0.0,0.184415584,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
268,22:20,0.0,0.0,0.0,0.0,0.18025974,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
269,22:25,0.0,0.0,0.0,0.0,0.181038961,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
270,22:30,0.0,0.0,0.0,0.0,0.177402597,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
271,22:35,0.0,0.0,0.0,0.0,0.184155844,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
272,22:40,0.0,0.0,0.0,0.0,0.194805195,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
273,22:45,0.0,0.0,0.0,0.0,0.196883117,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
274,22:50,0.0,0.0,0.0,0.0,0.198181818,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
275,22:55,0.0,0.0,0.0,0.0,0.194285714,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
276,23:00,0.0,0.0,0.0,0.0,0.19012987,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
277,23:05,0.0,0.0,0.0,0.0,0.183896104,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
278,23:10,0.0,0.0,0.0,0.0,0.167532468,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
279,23:15,0.0,0.0,0.0,0.0,0.158181818,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
280,23:20,0.0,0.0,0.0,0.0,0.167272727,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
281,23:25,0.0,0.0,0.0,0.0,0.164935065,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
282,23:30,0.0,0.0,0.0,0.0,0.16987013,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
283,23:35,0.0,0.0,0.0,0.0,0.16961039,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
284,23:40,0.0,0.0,0.0,0.0,0.19038961,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
285,23:45,0.0,0.0,0.0,0.0,0.18,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
286,23:50,0.0,0.0,0.0,0.0,0.174285714,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
287,23:55,0.0,0.0,0.0,0.0,0.16961039,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
288,0:00,0.0,0.0,1.0,0.0,0.163896104,0.163896104,0,0,0,0,0.0,0.16221398,0.16221398,0.9,0.0016821276,0.0,0.5,0.0016821276,0
289,0:05,0.0,0.0,1.0,0.0,0.152207792,0.152207792,0,0,0,0,0.0,0.16221398,0.16221398,0.89887802,0.0,0.010006184,0.4995169,-0.010006184,0
290,0:10,0.0,0.0,1.0,0.0,0.167272727,0.167272727,0,0,0,0,0.0,0.16221398,0.16221398,0.89775604,0.0050587506,0.0,0.50239065,0.0050587506,0
291,0:15,0.0,0.0,1.0,0.0,0.16987013,0.16987013,0,0,0,0,0.0,0.16221398,0.16221398,0.89663406,0.0076561536,0.0,0.50093779,0.0076561536,0
292,0:20,0.0,0.0,1.0,0.0,0.157142857,0.157142857,0,0,0,0,0.0,0.16221398,0.16221398,0.89551208,0.0,0.0050711194,0.49873896,-0.0050711194,0
293,0:25,0.0,0.0,1.0,0.0,0.154025974,0.154025974,0,0,0,0,0.0,0.16221398,0.16221398,0.8943901,0.0,0.0081880024,0.50019537,-0.0081880024,0
294,0:30,0.0,0.0,1.0,0.0,0.168051948,0.168051948,0,0,0,0,0.0,0.16221398,0.16221398,0.89326812,0.0058379716,0.0,0.50254694,0.0058379716,0
295,0:35,0.0,0.0,1.0,0.0,0.176103896,0.176103896,0,0,0,0,0.0,0.16221398,0.16221398,0.89214614,0.01388992,0.0,0.50087029,0.01388992,0
296,0:40,0.0,0.0,1.0,0.0,0.170649351,0.170649351,0,0,0,0,0.0,0.16221398,0.16221398,0.89102416,0.0084353746,0.0,0.49688115,0.0084353746,0
297,0:45,0.0,0.0,1.0,0.0,0.165974026,0.165974026,0,0,0,0,0.0,0.16221398,0.16221398,0.88990218,0.0037600496,0.0,0.49445853,0.0037600496,0
298,0:50,0.0,0.0,1.0,0.0,0.16,0.16,0,0,0,0,0.0,0.16221398,0.16221398,0.8887802,0.0,0.0022139764,0.49337866,-0.0022139764,0
299,0:55,0.0,0.0,1.0,0.0,0.156363636,0.156363636,0,0,0,0,0.0,0.16221398,0.16221398,0.88765822,0.0,0.0058503404,0.4940145,-0.0058503404,0
300,1:00,0.0,0.0,1.0,0.0,0.163116883,0.163116883,0,0,0,0,0.0,0.16221398,0.16221398,0.88653624,0.00090290657,0.0,0.49569471,0.00090290657,0
301,1:05,0.0,0.0,1.0,0.0,0.158441558,0.158441558,0,0,0,0,0.0,0.16221398,0.16221398,0.88541426,0.0,0.0037724184,0.49543539,-0.0037724184,0
302,1:10,0.0,0.0,1.0,0.0,0.150909091,0.150909091,0,0,0,0,0.0,0.16221398,0.16221398,0.88429228,0.0,0.011304885,0.49651882,-0.011304885,0
303,1:15,0.0,0.0,1.0,0.0,0.155844156,0.155844156,0,0,0,0,0.0,0.16221398,0.16221398,0.8831703,0.0,0.0063698204,0.49976555,-0.0063698204,0
304,1:20,0.0,0.0,1.0,0.0,0.165194805,0.165194805,0,0,0,0,0.0,0.16221398,0.16221398,0.88204832,0.0029808286,0.0,0.50159495,0.0029808286,0
305,1:25,0.0,0.0,1.0,0.0,0.164935065,0.164935065,0,0,0,0,0.0,0.16221398,0.16221398,0.88092634,0.0027210886,0.0,0.50073886,0.0027210886,0
306,1:30,0.0,0.0,1.0,0.0,0.164415584,0.164415584,0,0,0,0,0.0,0.16221398,0.16221398,0.87980436,0.0022016076,0.0,0.49995737,0.0022016076,0
307,1:35,0.0,0.0,1.0,0.0,0.166753247,0.166753247,0,0,0,0,0.0,0.16221398,0.16221398,0.87868238,0.0045392706,0.0,0.49932508,0.0045392706,0
308,1:40,0.0,0.0,1.0,0.0,0.155324675,0.155324675,0,0,0,0,0.0,0.16221398,0.16221398,0.8775604,0.0,0.0068893014,0.49802141,-0.0068893014,0
309,1:45,0.0,0.0,1.0,0.0,0.162337662,0.162337662,0,0,0,0,0.0,0.16221398,0.16221398,0.87643842,0.00012368557,0.0,0.5,0.00012368557,0
310,1:50,0.0,0.0,1.0,0.0,0.165714286,0.165714286,0,0,0,0,0.0,0.15782066,0.15782066,0.87531644,0.0078936308,0.0,0.49996448,0.0078936308,0
311,1:55,0.0,0.0,1.0,0.0,0.149350649,0.149350649,0,0,0,0,0.0,0.15736797,0.15736797,0.87422485,0.0,0.0080173164,0.49769745,-0.0080173164,0
312,2:00,0.0,0.0,1.0,0.0,0.150649351,0.150649351,0,0,0,0,0.0,0.15736797,0.15736797,0.87313639,0.0,0.0067186144,0.5,-0.0067186144,0
313,2:05,0.0,0.0,1.0,0.0,0.168571429,0.168571429,0,0,0,0,0.0,0.15736797,0.15736797,0.87204792,0.011203464,0.0,0.50192957,0.011203464,0
314,2:10,0.0,0.0,1.0,0.0,0.163636364,0.163636364,0,0,0,0,0.0,0.15736797,0.15736797,0.87095946,0.0062683986,0.0,0.49871196,0.0062683986,0
315,2:15,0.0,0.0,1.0,0.0,0.165454545,0.165454545,0,0,0,0,0.0,0.15736797,0.15736797,0.869871,0.0080865796,0.0,0.4969117,0.0080865796,0
316,2:20,0.0,0.0,1.0,0.0,0.168051948,0.168051948,0,0,0,0,0.0,0.15736797,0.15736797,0.86878254,0.010683983,0.0,0.49458925,0.010683983,0
317,2:25,0.0,0.0,1.0,0.0,0.158701299,0.158701299,0,0,0,0,0.0,0.15736797,0.15736797,0.86769408,0.0013333336,0.0,0.49152084,0.0013333336,0
318,2:30,0.0,0.0,1.0,0.0,0.155324675,0.155324675,0,0,0,0,0.0,0.15736797,0.15736797,0.86660561,0.0,0.0020432904,0.49113791,-0.0020432904,0
319,2:35,0.0,0.0,1.0,0.0,0.155324675,0.155324675,0,0,0,0,0.0,0.15736797,0.15736797,0.86551715,0.0,0.0020432904,0.49172474,-0.0020432904,0
320,2:40,0.0,0.0,1.0,0.0,0.148831169,0.148831169,0,0,0,0,0.0,0.15736797,0.15736797,0.86442869,0.0,0.0085367964,0.49231157,-0.0085367964,0
321,2:45,0.0,0.0,1.0,0.0,0.145714286,0.145714286,0,0,0,0,0.0,0.15736797,0.15736797,0.86334023,0.0,0.011653679,0.49476331,-0.011653679,0
322,2:50,0.0,0.0,1.0,0.0,0.148571429,0.148571429,0,0,0,0,0.0,0.15736797,0.15736797,0.86225177,0.0,0.0087965364,0.49811022,-0.0087965364,0
323,2:55,0.0,0.0,1.0,0.0,0.145454545,0.145454545,0,0,0,0,0.0,0.15736797,0.15736797,0.86116331,0.0,0.01191342,0.50063656,-0.01191342,0
324,3:00,0.0,0.0,1.0,0.0,0.161298701,0.161298701,0,0,0,0,0.0,0.15736797,0.15736797,0.86007484,0.0039307356,0.0,0.50405806,0.0039307356,0
325,3:05,0.0,0.0,1.0,0.0,0.16987013,0.16987013,0,0,0,0,0.0,0.15736797,0.15736797,0.85898638,0.012502165,0.0,0.50292916,0.012502165,0
326,3:10,0.0,0.0,1.0,0.0,0.155064935,0.155064935,0,0,0,0,0.0,0.15736797,0.15736797,0.85789792,0.0,0.0023030304,0.49933858,-0.0023030304,0
327,3:15,0.0,0.0,1.0,0.0,0.152727273,0.152727273,0,0,0,0,0.0,0.15761039,0.15761039,0.85680946,0.0,0.0048831172,0.5,-0.0048831172,0
328,3:20,0.0,0.0,1.0,0.0,0.159220779,0.159220779,0,0,0,0,0.0,0.15836364,0.15836364,0.85571932,0.0008571427,0.0,0.50140242,0.0008571427,0
329,3:25,0.0,0.0,1.0,0.0,0.168311688,0.168311688,0,0,0,0,0.0,0.15836364,0.15836364,0.85462397,0.0099480517,0.0,0.50115625,0.0099480517,0
330,3:30,0.0,0.0,1.0,0.0,0.156623377,0.156623377,0,0,0,0,0.0,0.15836364,0.15836364,0.85352862,0.0,0.0017402593,0.4982992,-0.0017402593,0
331,3:35,0.0,0.0,1.0,0.0,0.151688312,0.151688312,0,0,0,0,0.0,0.15836364,0.15836364,0.85243327,0.0,0.0066753243,0.49879899,-0.0066753243,0
332,3:40,0.0,0.0,1.0,0.0,0.165974026,0.165974026,0,0,0,0,0.0,0.15836364,0.15836364,0.85133793,0.0076103897,0.0,0.50071613,0.0076103897,0
333,3:45,0.0,0.0,1.0,0.0,0.153246753,0.153246753,0,0,0,0,0.0,0.15836364,0.15836364,0.85024258,0.0,0.0051168833,0.49853045,-0.0051168833,0
334,3:50,0.0,0.0,1.0,0.0,0.159480519,0.159480519,0,0,0,0,0.0,0.15836364,0.15836364,0.84914723,0.0011168827,0.0,0.5,0.0011168827,0
335,3:55,0.0,0.0,1.0,0.0,0.168051948,0.168051948,0,0,0,0,0.0,0.15836364,0.15836364,0.84805188,0.0096883117,0.0,0.49967923,0.0096883117,0
336,4:00,0.0,0.0,1.0,0.0,0.157922078,0.157922078,0,0,0,0,0.0,0.15836364,0.15836364,0.84695653,0.0,0.0004415583,0.49689678,-0.0004415583,0
337,4:05,0.0,0.0,1.0,0.0,0.154025974,0.154025974,0,0,0,0,0.0,0.15836364,0.15836364,0.84586118,0.0,0.0043376623,0.49702359,-0.0043376623,0
338,4:10,0.0,0.0,1.0,0.0,0.156883117,0.156883117,0,0,0,0,0.0,0.15836364,0.15836364,0.84476584,0.0,0.0014805193,0.49826936,-0.0014805193,0
339,4:15,0.0,0.0,1.0,0.0,0.138961039,0.138961039,0,0,0,0,0.0,0.15836364,0.15836364,0.84367049,0.0,0.019402597,0.49869456,-0.019402597,0
340,4:20,0.0,0.0,1.0,0.0,0.154805195,0.154805195,0,0,0,0,0.0,0.15836364,0.15836364,0.84257514,0.0,0.0035584413,0.50426693,-0.0035584413,0
341,4:25,0.0,0.0,1.0,0.0,0.18,0.18,0,0,0,0,0.0,0.15836364,0.15836364,0.84147979,0.021636364,0.0,0.5052889,0.021636364,0
342,4:30,0.0,0.0,1.0,0.0,0.161298701,0.161298701,0,0,0,0,0.0,0.15836364,0.15836364,0.84038444,0.0029350647,0.0,0.499075,0.0029350647,0
343,4:35,0.0,0.0,1.0,0.0,0.152207792,0.152207792,0,0,0,0,0.0,0.15836364,0.15836364,0.83928909,0.0,0.0061558443,0.49823206,-0.0061558443,0
344,4:40,0.0,0.0,1.0,0.0,0.162857143,0.162857143,0,0,0,0,0.0,0.15836364,0.15836364,0.83819374,0.0044935067,0.0,0.5,0.0044935067,0
345,4:45,0.0,0.0,1.0,0.0,0.160779221,0.160779221,0,0,0,0,0.0,0.15836364,0.15836364,0.8370984,0.0024155847,0.0,0.49870948,0.0024155847,0
346,4:50,0.0,0.0,1.0,0.0,0.149090909,0.149090909,0,0,0,0,0.0,0.1547013,0.1547013,0.83600305,0.0,0.0056103904,0.49801573,-0.0056103904,0
347,4:55,0.0,0.0,1.0,0.0,0.141818182,0.141818182,0,0,0,0,0.0,0.14311688,0.14311688,0.83493303,0.0,0.001298701,0.49962702,-0.001298701,0
348,5:00,0.0,0.0,1.0,0.0,0.143116883,0.143116883,0,0,0,0,0.0,0.14311688,0.14311688,0.83394314,0.0,0.0,0.5,0.0,0
349,5:05,0.0,0.0,1.0,0.0,0.142857143,0.142857143,0,0,0,0,0.0,0.12658009,0.12658009,0.83295325,0.016277056,0.0,0.5,0.016277056,0
350,5:10,0.0,0.0,1.0,0.0,0.151948052,0.151948052,0,0,0,0,0.0,0.12658009,0.12658009,0.83207773,0.025367965,0.0,0.49532527,0.025367965,0
351,5:15,0.0,0.0,1.0,0.0,0.144675325,0.144675325,0,0,0,0,0.0,0.12658009,0.12658009,0.83120222,0.018095238,0.0,0.48803967,0.018095238,0
352,5:20,0.0,0.0,1.0,0.0,0.12,0.12,0,0,0,0,0.0,0.12658009,0.12658009,0.83032671,0.0,0.0065800868,0.48284276,-0.0065800868,0
353,5:25,0.0,0.0,1.0,0.0,0.124155844,0.124155844,0,0,0,0,0.0,0.12658009,0.12658009,0.8294512,0.0,0.0024242428,0.48473255,-0.0024242428,0
