,R1_on,R2_on,C1_on,C2_on,C3_on,C4_on,FO_on,R1_off,R2_off,C1_off,C2_off,C3_off,C4_off,FO_off
0,50.49905702099999,0,5.4934311039249994,3.4950129834999983,3.939645286817545,0,37.57096764675745,49.10064601863748,25,6.478609672074995,2.4750000000000014,2.208775830938697,1.5941363999999998,61.34412411562379
