tempo,mult_bike_0,mult_bike_1,mult_bike_2,mult_bike_3,mult_bike_4,mult_bike_5,mult_bike_6,mult_bike_7,mult_bike_8,mult_bike_9
0,1,1.11,1.12,1.13,1.14,1.15,1.16,1.17,1.19,1.19
