tempo,peso_imp,peso_exp,peso_est,peso_bikes,peso_bike_0,peso_bike_1,peso_bike_2,peso_bike_3,peso_bike_4,peso_bike_5,peso_bike_6,peso_bike_7,peso_bike_8,peso_bike_9
0,1,1,0,0,0.0111,0.0112,0.0113,0.0114,0.0115,0.0116,0.0117,0.0118,0.0119,0.012
